YEAR,COUNTY_DISTRICT_CODE,GRADUATES_PREVIOUS_YEAR,GRADUATE_FOLLOWUP_COLLEGE,GRADUATE_FOLLOWUP_COLLEGE_PCT,GRADUATE_FOLLOWUP_4YR,GRADUATE_FOLLOWUP_4YR_PCT,GRADUATE_FOLLOWUP_2YR,GRADUATE_FOLLOWUP_2YR_PCT,GRADUATE_FOLLOWUP_EMPLOYED,GRADUATE_FOLLOWUP_EMPLOYED_PCT,GRADUATE_FOLLOWUP_MILITARY,GRADUATE_FOLLOWUP_MILITARY_PCT,GRADUATE_FOLLOWUP_NON_COLLEGE,GRADUATE_FOLLOWUP_NON_COLLEGE_PCT,GRADUATE_FOLLOWUP_OTHER,GRADUATE_FOLLOWUP_OTHER_PCT,GRADUATE_FOLLOWUP_UNKNOWN,GRADUATE_FOLLOWUP_UNKNOWN_PCT
1992,96088,811,906,111.7,629,77.6,277,34.2,67,8.3,75,9.2,81,10,27,3.3,0,0
1992,96089,617,336,54.5,198,32.1,138,22.4,203,32.9,49,7.9,47,7.6,13,2.1,0,0
1992,96090,370,284,76.8,188,50.8,96,25.9,21,5.7,12,3.2,11,3,64,17.3,0,0
1992,96091,920,753,81.8,544,59.1,209,22.7,54,5.9,26,2.8,19,2.1,12,1.3,0,0
1992,96092,262,221,84.4,166,63.4,55,21,23,8.8,8,3.1,0,0,16,6.1,0,0
1992,96093,349,282,80.8,163,46.7,119,34.1,18,5.2,13,3.7,13,3.7,11,3.2,0,0
1992,96094,697,531,76.2,340,48.8,191,27.4,116,16.6,29,4.2,30,4.3,22,3.2,0,0
1992,96095,1660,1335,80.4,1162,70,173,10.4,28,1.7,29,1.7,33,2,187,11.3,0,0
1992,96098,125,77,61.6,47,37.6,30,24,28,22.4,5,4,7,5.6,9,7.2,0,0
1992,96099,65,43,66.2,22,33.8,21,32.3,0,0,0,0,5,7.7,13,20,0,0
1992,96101,31,28,90.3,22,71,6,19.4,0,0,0,0,0,0,0,0,0,0
1992,96102,151,133,88.1,121,80.1,12,7.9,0,0,0,0,0,0,0,0,0,0
1992,96103,58,32,55.2,20,34.5,12,20.7,16,27.6,5,8.6,0,0,0,0,0,0
1992,96104,125,69,55.2,48,38.4,21,16.8,19,15.2,15,12,12,9.6,0,0,0,0
1992,96106,213,181,85,151,70.9,30,14.1,6,2.8,0,0,19,8.9,0,0,0,0
1992,96107,62,31,50,16,25.8,15,24.2,12,19.4,0,0,22,35.5,0,0,0,0
1992,96109,254,188,74,93,36.6,95,37.4,38,15,18,7.1,0,0,10,3.9,0,0
1992,96110,335,144,43,88,26.3,56,16.7,139,41.5,29,8.7,22,6.6,13,3.9,0,0
1992,96111,234,104,44.4,60,25.6,44,18.8,56,23.9,14,6,0,0,73,31.2,0,0
1992,96112,216,146,67.6,116,53.7,30,13.9,40,18.5,12,5.6,12,5.6,14,6.5,0,0
1992,96113,35,16,45.7,10,28.6,6,17.1,14,40,0,0,0,0,0,0,0,0
1992,96114,256,168,65.6,127,49.6,41,16,8,3.1,0,0,10,3.9,47,18.4,0,0
1992,96119,347,86,24.8,26,7.5,60,17.3,181,52.2,5,1.4,25,7.2,40,11.5,0,0
1992,115115,1302,923,70.9,661,50.8,262,20.1,88,6.8,99,7.6,108,8.3,71,5.5,0,0
1993,96088,1173,925,78.9,672,57.3,253,21.6,71,6.1,39,3.3,54,4.6,6,0.5,0,0
1993,96089,646,343,53.1,190,29.4,153,23.7,147,22.8,36,5.6,54,8.4,24,3.7,0,0
1993,96090,392,356,90.8,265,67.6,91,23.2,52,13.3,9,2.3,17,4.3,0,0,0,0
1993,96091,934,685,73.3,505,54.1,180,19.3,11,1.2,16,1.7,15,1.6,11,1.2,0,0
1993,96092,314,249,79.3,175,55.7,74,23.6,36,11.5,10,3.2,5,1.6,14,4.5,0,0
1993,96093,356,282,79.2,163,45.8,119,33.4,18,5.1,13,3.7,13,3.7,11,3.1,0,0
1993,96094,696,563,80.9,342,49.1,221,31.8,128,18.4,20,2.9,12,1.7,12,1.7,0,0
1993,96095,1615,1304,80.7,1138,70.5,166,10.3,26,1.6,27,1.7,31,1.9,141,8.7,0,0
1993,96098,119,80,67.2,37,31.1,43,36.1,25,21,0,0,0,0,12,10.1,0,0
1993,96099,60,45,75,23,38.3,22,36.7,0,0,0,0,0,0,8,13.3,0,0
1993,96101,38,33,86.8,24,63.2,9,23.7,6,15.8,0,0,0,0,0,0,0,0
1993,96102,138,148,107.2,136,98.6,12,8.7,6,4.3,0,0,0,0,0,0,0,0
1993,96103,59,22,37.3,10,16.9,12,20.3,24,40.7,0,0,0,0,0,0,0,0
1993,96104,109,83,76.1,54,49.5,29,26.6,18,16.5,9,8.3,15,13.8,0,0,0,0
1993,96106,197,180,91.4,164,83.2,16,8.1,0,0,0,0,0,0,11,5.6,0,0
1993,96107,57,23,40.4,9,15.8,14,24.6,23,40.4,0,0,0,0,0,0,0,0
1993,96109,263,140,53.2,81,30.8,59,22.4,42,16,22,8.4,16,6.1,35,13.3,0,0
1993,96110,368,182,49.5,110,29.9,72,19.6,84,22.8,21,5.7,23,6.3,27,7.3,0,0
1993,96111,214,109,50.9,53,24.8,56,26.2,62,29,9,4.2,8,3.7,27,12.6,0,0
1993,96112,245,157,64.1,115,46.9,42,17.1,53,21.6,7,2.9,13,5.3,10,4.1,0,0
1993,96113,35,26,74.3,9,25.7,17,48.6,8,22.9,0,0,0,0,0,0,0,0
1993,96114,214,168,78.5,127,59.3,41,19.2,7,3.3,0,0,10,4.7,29,13.6,0,0
1993,96119,348,83,23.9,15,4.3,68,19.5,198,56.9,17,4.9,20,5.7,30,8.6,0,0
1993,115115,873,579,66.3,400,45.8,179,20.5,81,9.3,66,7.6,85,9.7,57,6.5,0,0
1994,96088,1138,873,76.7,609,53.5,264,23.2,79,6.9,82,7.2,96,8.4,44,3.9,0,0
1994,96089,683,335,49,206,30.2,129,18.9,152,22.3,48,7,35,5.1,12,1.8,0,0
1994,96090,361,295,81.7,188,52.1,107,29.6,32,8.9,0,0,22,6.1,8,2.2,0,0
1994,96091,977,813,83.2,628,64.3,185,18.9,23,2.4,17,1.7,30,3.1,0,0,0,0
1994,96092,310,248,80,184,59.4,64,20.6,29,9.4,9,2.9,0,0,10,3.2,0,0
1994,96093,328,275,83.8,149,45.4,126,38.4,11,3.4,13,4,13,4,16,4.9,0,0
1994,96094,719,540,75.1,320,44.5,220,30.6,174,24.2,10,1.4,23,3.2,11,1.5,0,0
1994,96095,1592,1365,85.7,1200,75.4,165,10.4,29,1.8,26,1.6,32,2,140,8.8,0,0
1994,96098,147,89,60.5,49,33.3,40,27.2,29,19.7,5,3.4,9,6.1,11,7.5,0,0
1994,96099,50,37,74,15,30,22,44,0,0,0,0,0,0,7,14,0,0
1994,96101,33,31,93.9,23,69.7,8,24.2,0,0,0,0,0,0,0,0,0,0
1994,96102,160,142,88.8,120,75,22,13.8,0,0,0,0,0,0,26,16.3,0,0
1994,96103,68,28,41.2,12,17.6,16,23.5,31,45.6,0,0,0,0,0,0,0,0
1994,96104,119,60,50.4,38,31.9,22,18.5,12,10.1,6,5,9,7.6,0,0,0,0
1994,96106,220,197,89.5,164,74.5,33,15,0,0,0,0,0,0,18,8.2,0,0
1994,96107,71,36,50.7,15,21.1,21,29.6,16,22.5,5,7,0,0,0,0,0,0
1994,96109,199,118,59.3,79,39.7,39,19.6,28,14.1,5,2.5,28,14.1,41,20.6,0,0
1994,96110,255,146,57.3,84,32.9,62,24.3,78,30.6,16,6.3,20,7.8,21,8.2,0,0
1994,96111,210,104,49.5,59,28.1,45,21.4,61,29,15,7.1,17,8.1,24,11.4,0,0
1994,96112,173,119,68.8,88,50.9,31,17.9,41,23.7,14,8.1,11,6.4,0,0,0,0
1994,96113,39,10,25.6,6,15.4,0,0,12,30.8,0,0,0,0,10,25.6,0,0
1994,96114,250,206,82.4,143,57.2,63,25.2,16,6.4,7,2.8,0,0,17,6.8,0,0
1994,96119,347,64,18.4,19,5.5,45,13,203,58.5,13,3.7,19,5.5,48,13.8,0,0
1994,115115,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,96088,1257,884,70.3,661,52.6,223,17.7,107,8.5,53,4.2,76,6,38,3,0,0
1995,96089,655,340,51.9,212,32.4,128,19.5,151,23.1,46,7,19,2.9,6,0.9,0,0
1995,96090,350,315,90,205,58.6,110,31.4,15,4.3,8,2.3,19,5.4,6,1.7,0,0
1995,96091,997,582,58.4,485,48.6,97,9.7,63,6.3,13,1.3,12,1.2,11,1.1,0,0
1995,96092,285,238,83.5,162,56.8,76,26.7,27,9.5,5,1.8,0,0,13,4.6,0,0
1995,96093,327,279,85.3,176,53.8,103,31.5,18,5.5,5,1.5,16,4.9,8,2.4,0,0
1995,96094,667,519,77.8,298,44.7,221,33.1,89,13.3,15,2.2,39,5.8,14,2.1,0,0
1995,96095,1563,1355,86.7,1180,75.5,175,11.2,26,1.7,15,1,36,2.3,131,8.4,0,0
1995,96098,131,112,85.5,38,29,74,56.5,0,0,0,0,0,0,8,6.1,0,0
1995,96099,54,39,72.2,21,38.9,18,33.3,0,0,0,0,5,9.3,8,14.8,0,0
1995,96101,36,31,86.1,22,61.1,9,25,0,0,0,0,0,0,0,0,0,0
1995,96102,139,110,79.1,91,65.5,19,13.7,0,0,0,0,0,0,23,16.5,0,0
1995,96103,77,38,49.4,17,22.1,21,27.3,24,31.2,0,0,0,0,9,11.7,0,0
1995,96104,101,35,34.7,25,24.8,10,9.9,44,43.6,6,5.9,6,5.9,5,5,0,0
1995,96106,217,196,90.3,178,82,18,8.3,6,2.8,0,0,0,0,13,6,0,0
1995,96107,61,43,70.5,16,26.2,27,44.3,14,23,0,0,0,0,0,0,0,0
1995,96109,235,111,47.2,62,26.4,49,20.9,51,21.7,0,0,24,10.2,45,19.1,0,0
1995,96110,243,142,58.4,68,28,74,30.5,53,21.8,8,3.3,6,2.5,0,0,0,0
1995,96111,197,85,43.1,41,20.8,44,22.3,60,30.5,6,3,20,10.2,41,20.8,0,0
1995,96112,210,142,67.6,115,54.8,27,12.9,26,12.4,8,3.8,13,6.2,23,11,0,0
1995,96113,34,12,35.3,7,20.6,5,14.7,15,44.1,0,0,6,17.6,0,0,0,0
1995,96114,249,206,82.7,143,57.4,63,25.3,16,6.4,7,2.8,0,0,17,6.8,0,0
1995,96119,384,53,13.8,9,2.3,44,11.5,294,76.6,10,2.6,20,5.2,7,1.8,0,0
1995,115115,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,96088,1150,886,77,602,52.3,284,24.7,67,5.8,89,7.7,72,6.3,6,0.5,0,0
1996,96089,691,340,49.2,209,30.2,131,19,154,22.3,49,7.1,34,4.9,11,1.6,0,0
1996,96090,357,261,73.1,161,45.1,100,28,76,21.3,0,0,7,2,10,2.8,0,0
1996,96091,1010,610,60.4,474,46.9,136,13.5,12,1.2,0,0,9,0.9,0,0,0,0
1996,96092,302,265,87.7,182,60.3,83,27.5,13,4.3,0,0,0,0,5,1.7,0,0
1996,96093,321,280,87.2,177,55.1,103,32.1,26,8.1,0,0,11,3.4,5,1.6,0,0
1996,96094,776,541,69.7,275,35.4,266,34.3,141,18.2,18,2.3,15,1.9,61,7.9,0,0
1996,96095,1547,1341,86.7,1168,75.5,173,11.2,26,1.7,15,1,35,2.3,130,8.4,0,0
1996,96098,133,101,75.9,37,27.8,64,48.1,9,6.8,0,0,5,3.8,9,6.8,0,0
1996,96099,57,43,75.4,23,40.4,20,35.1,0,0,0,0,0,0,8,14,0,0
1996,96101,42,36,85.7,26,61.9,10,23.8,0,0,0,0,0,0,0,0,0,0
1996,96102,156,147,94.2,130,83.3,17,10.9,0,0,0,0,0,0,6,3.8,0,0
1996,96103,51,29,56.9,9,17.6,20,39.2,12,23.5,0,0,0,0,0,0,0,0
1996,96104,101,61,60.4,42,41.6,19,18.8,31,30.7,0,0,8,7.9,0,0,0,0
1996,96106,233,214,91.8,198,85,16,6.9,9,3.9,0,0,0,0,8,3.4,0,0
1996,96107,52,31,59.6,21,40.4,10,19.2,12,23.1,0,0,0,0,6,11.5,0,0
1996,96109,212,85,40.1,55,25.9,30,14.2,46,21.7,9,4.2,12,5.7,34,16,0,0
1996,96110,266,202,75.9,104,39.1,98,36.8,44,16.5,9,3.4,0,0,10,3.8,0,0
1996,96111,204,91,44.6,43,21.1,48,23.5,44,21.6,12,5.9,20,9.8,37,18.1,0,0
1996,96112,208,144,69.2,106,51,38,18.3,8,3.8,6,2.9,13,6.3,37,17.8,0,0
1996,96113,49,30,61.2,13,26.5,17,34.7,10,20.4,0,0,8,16.3,0,0,0,0
1996,96114,265,226,85.3,157,59.2,69,26,28,10.6,5,1.9,0,0,6,2.3,0,0
1996,96119,445,62,13.9,16,3.6,46,10.3,221,49.7,13,2.9,23,5.2,66,14.8,0,0
1996,115115,1144,437,38.2,269,23.5,168,14.7,312,27.3,51,4.5,56,4.9,277,24.2,0,0
1997,96088,1122,869,77.5,583,52,286,25.5,68,6.1,92,8.2,89,7.9,0,0,0,0
1997,96089,629,416,66.1,261,41.5,155,24.6,20,3.2,22,3.5,47,7.5,7,1.1,0,0
1997,96090,363,283,78,183,50.4,100,27.5,44,12.1,13,3.6,15,4.1,8,2.2,0,0
1997,96091,1131,837,74,595,52.6,242,21.4,58,5.1,22,1.9,45,4,8,0.7,0,0
1997,96092,259,234,90.3,162,62.5,72,27.8,0,0,0,0,8,3.1,11,4.2,0,0
1997,96093,306,255,83.3,149,48.7,106,34.6,22,7.2,11,3.6,10,3.3,8,2.6,0,0
1997,96094,784,608,77.6,323,41.2,285,36.4,128,16.3,11,1.4,25,3.2,12,1.5,0,0
1997,96095,1530,1324,86.5,1150,75.2,174,11.4,28,1.8,16,1,33,2.2,129,8.4,0,0
1997,96098,126,117,92.9,52,41.3,65,51.6,8,6.3,0,0,7,5.6,14,11.1,0,0
1997,96099,56,11,19.6,5,8.9,6,10.7,0,0,0,0,0,0,0,0,0,0
1997,96101,52,48,92.3,40,76.9,8,15.4,8,15.4,0,0,0,0,0,0,0,0
1997,96102,153,143,93.5,120,78.4,23,15,0,0,0,0,0,0,10,6.5,0,0
1997,96103,56,27,48.2,9,16.1,18,32.1,19,33.9,0,0,0,0,8,14.3,0,0
1997,96104,108,39,36.1,29,26.9,10,9.3,23,21.3,9,8.3,0,0,21,19.4,0,0
1997,96106,259,211,81.5,177,68.3,34,13.1,7,2.7,0,0,0,0,16,6.2,0,0
1997,96107,55,23,41.8,11,20,12,21.8,18,32.7,0,0,0,0,6,10.9,0,0
1997,96109,178,77,43.3,46,25.8,31,17.4,47,26.4,12,6.7,10,5.6,6,3.4,0,0
1997,96110,271,184,67.9,95,35.1,89,32.8,44,16.2,12,4.4,0,0,0,0,0,0
1997,96111,206,108,52.4,56,27.2,52,25.2,51,24.8,10,4.9,23,11.2,14,6.8,0,0
1997,96112,228,131,57.5,86,37.7,45,19.7,28,12.3,14,6.1,7,3.1,48,21.1,0,0
1997,96113,49,17,34.7,10,20.4,7,14.3,6,12.2,0,0,0,0,9,18.4,0,0
1997,96114,288,245,85.1,193,67,52,18.1,17,5.9,0,0,15,5.2,8,2.8,0,0
1997,96119,419,130,31,17,4.1,113,27,358,85.4,26,6.2,58,13.8,58,13.8,0,0
1997,115115,1084,364,33.6,213,19.6,151,13.9,257,23.7,49,4.5,36,3.3,329,30.4,0,0
1998,96088,1139,921,80.9,596,52.3,325,28.5,69,6.1,41,3.6,74,6.5,18,1.6,0,0
1998,96089,533,374,70.2,289,54.2,85,15.9,18,3.4,24,4.5,42,7.9,24,4.5,0,0
1998,96090,390,322,82.6,201,51.5,121,31,37,9.5,12,3.1,18,4.6,0,0,0,0
1998,96091,1208,1077,89.2,784,64.9,293,24.3,31,2.6,16,1.3,13,1.1,20,1.7,0,0
1998,96092,285,259,90.9,185,64.9,74,26,11,3.9,0,0,5,1.8,10,3.5,0,0
1998,96093,385,335,87,192,49.9,143,37.1,20,5.2,0,0,18,4.7,5,1.3,0,0
1998,96094,774,581,75.1,297,38.4,284,36.7,134,17.3,19,2.5,40,5.2,0,0,0,0
1998,96095,1549,1356,87.5,1146,74,210,13.6,33,2.1,15,1,33,2.1,112,7.2,0,0
1998,96098,147,124,84.4,61,41.5,63,42.9,9,6.1,7,4.8,7,4.8,11,7.5,0,0
1998,96099,72,15,20.8,9,12.5,6,8.3,0,0,0,0,0,0,0,0,0,0
1998,96101,59,41,69.5,25,42.4,16,27.1,0,0,0,0,0,0,0,0,0,0
1998,96102,156,148,94.9,136,87.2,12,7.7,0,0,0,0,0,0,0,0,0,0
1998,96103,52,19,36.5,7,13.5,12,23.1,20,38.5,0,0,0,0,7,13.5,0,0
1998,96104,104,52,50,25,24,27,26,27,26,10,9.6,11,10.6,0,0,0,0
1998,96106,245,230,93.9,199,81.2,31,12.7,7,2.9,0,0,0,0,6,2.4,0,0
1998,96107,47,35,74.5,15,31.9,20,42.6,9,19.1,0,0,0,0,0,0,0,0
1998,96109,179,93,52,42,23.5,51,28.5,28,15.6,16,8.9,10,5.6,20,11.2,0,0
1998,96110,276,178,64.5,87,31.5,91,33,46,16.7,17,6.2,0,0,0,0,0,0
1998,96111,214,107,50,56,26.2,51,23.8,60,28,12,5.6,17,7.9,18,8.4,0,0
1998,96112,192,124,64.6,81,42.2,43,22.4,20,10.4,6,3.1,18,9.4,24,12.5,0,0
1998,96113,43,25,58.1,12,27.9,13,30.2,14,32.6,0,0,0,0,0,0,0,0
1998,96114,287,236,82.2,159,55.4,77,26.8,22,7.7,8,2.8,16,5.6,5,1.7,0,0
1998,96119,390,90,23.1,0,0,86,22.1,247,63.3,8,2.1,14,3.6,24,6.2,0,0
1998,115115,1198,448,37.4,226,18.9,222,18.5,260,21.7,44,3.7,42,3.5,339,28.3,0,0
