YEAR,COUNTY_DISTRICT_CODE,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2023,96089,9072,175,1.9,0,0,0,0,171,1.9,0,0,0,0,0,0,0,0,173,1.9,0,0,45,0.5
2023,96090,5959,248,4.2,0,0,51,0.9,89,1.5,0,0,10,0.2,42,0.7,0,0,246,4.1,0,0,0,0
2023,96091,19903,191,1,11,0.1,69,0.3,104,0.5,0,0,0,0,5,0,0,0,189,0.9,0,0,14,0.1
2023,96092,5875,54,0.9,0,0,15,0.3,17,0.3,0,0,0,0,0,0,0,0,54,0.9,0,0,26,0.4
2023,96093,7143,43,0.6,0,0,29,0.4,9,0.1,0,0,0,0,0,0,0,0,43,0.6,0,0,10,0.1
2023,96094,9815,182,1.9,0,0,53,0.5,117,1.2,0,0,0,0,0,0,54,0.6,128,1.3,0,0,120,1.2
2023,96095,16821,302,1.8,9,0.1,89,0.5,194,1.2,0,0,0,0,10,0.1,0,0,299,1.8,0,0,182,1.1
2023,96098,2447,64,2.6,0,0,21,0.9,24,1,0,0,9,0.4,7,0.3,0,0,64,2.6,0,0,0,0
2023,96099,1747,13,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7,0,0,0,0
2023,96101,706,7,1,0,0,5,0.7,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
2023,96102,2368,8,0.3,0,0,0,0,0,0,0,0,0,0,5,0.2,0,0,8,0.3,0,0,0,0
2023,96103,1197,74,6.2,0,0,14,1.2,48,4,0,0,0,0,5,0.4,0,0,74,6.2,0,0,0,0
2023,96104,2291,218,9.5,0,0,0,0,216,9.4,0,0,0,0,0,0,184,8,31,1.4,0,0,0,0
2023,96106,4216,24,0.6,0,0,6,0.1,14,0.3,0,0,0,0,0,0,0,0,24,0.6,0,0,5,0.1
2023,96107,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,96109,2792,303,10.9,0,0,10,0.4,285,10.2,0,0,0,0,8,0.3,0,0,302,10.8,0,0,53,1.9
2023,96110,6215,288,4.6,7,0.1,42,0.7,201,3.2,0,0,0,0,8,0.1,0,0,282,4.5,0,0,164,2.6
2023,96111,5146,137,2.7,0,0,8,0.2,112,2.2,0,0,8,0.2,8,0.2,0,0,137,2.7,0,0,0,0
2023,96112,2431,128,5.3,0,0,12,0.5,72,3,0,0,30,1.2,10,0.4,0,0,128,5.3,0,0,0,0
2023,96113,746,19,2.5,0,0,5,0.7,5,0.7,0,0,0,0,0,0,0,0,18,2.4,0,0,0,0
2023,96114,4209,24,0.6,0,0,16,0.4,0,0,0,0,0,0,0,0,0,0,24,0.6,0,0,0,0
2023,96119,3249,35,1.1,0,0,0,0,11,0.3,0,0,15,0.5,0,0,0,0,35,1.1,0,0,0,0
2023,115115,16529,426,2.6,0,0,99,0.6,192,1.2,0,0,94,0.6,41,0.2,9,0.1,417,2.5,0,0,0,0
2023,115906,2333,100,4.3,0,0,0,0,81,3.5,0,0,6,0.3,0,0,0,0,100,4.3,0,0,0,0
2023,115914,2473,204,8.2,0,0,8,0.3,71,2.9,5,0.2,89,3.6,0,0,0,0,203,8.2,0,0,40,1.6
