YEAR,COUNTY_DISTRICT_CODE,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2001,96088,18889,333,1.8,0,0,34,0.2,229,1.2,0,0,64,0.3,6,0,0,0,316,1.7,15,0.1,183,1
2001,96089,11830,87,0.7,5,0,19,0.2,15,0.1,0,0,43,0.4,0,0,0,0,72,0.6,0,0,59,0.5
2001,96090,6579,12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.2,0,0,0,0
2001,96091,21546,169,0.8,0,0,52,0.2,100,0.5,0,0,0,0,14,0.1,86,0.4,74,0.3,6,0,122,0.6
2001,96092,5061,35,0.7,0,0,9,0.2,10,0.2,0,0,14,0.3,0,0,5,0.1,30,0.6,0,0,5,0.1
2001,96093,5294,76,1.4,0,0,20,0.4,26,0.5,0,0,20,0.4,8,0.2,0,0,76,1.4,0,0,49,0.9
2001,96094,12056,179,1.5,6,0,44,0.4,66,0.5,0,0,55,0.5,7,0.1,0,0,179,1.5,0,0,121,1
2001,96095,20231,382,1.9,27,0.1,48,0.2,256,1.3,0,0,31,0.2,17,0.1,0,0,143,0.7,10,0.1,289,1.4
2001,96098,2627,48,1.8,0,0,7,0.3,37,1.4,0,0,0,0,0,0,0,0,48,1.8,0,0,13,0.5
2001,96099,1489,19,1.3,0,0,6,0.4,7,0.5,0,0,0,0,0,0,0,0,19,1.3,0,0,0,0
2001,96101,929,7,0.8,0,0,0,0,5,0.5,0,0,0,0,0,0,0,0,6,0.6,0,0,0,0
2001,96102,2442,20,0.8,0,0,5,0.2,8,0.3,0,0,0,0,0,0,0,0,20,0.8,0,0,8,0.3
2001,96103,1738,18,1,8,0.5,0,0,6,0.3,0,0,0,0,0,0,0,0,18,1,0,0,6,0.3
2001,96104,3294,43,1.3,0,0,0,0,7,0.2,0,0,26,0.8,8,0.2,0,0,42,1.3,0,0,0,0
2001,96106,3247,18,0.6,0,0,8,0.2,0,0,0,0,8,0.2,0,0,0,0,18,0.6,0,0,0,0
2001,96107,1083,11,1,0,0,0,0,0,0,0,0,8,0.7,0,0,0,0,11,1,0,0,0,0
2001,96109,5603,51,0.9,0,0,0,0,20,0.4,0,0,23,0.4,0,0,0,0,49,0.9,0,0,0,0
2001,96110,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,96111,7587,16,0.2,0,0,0,0,0,0,0,0,8,0.1,5,0.1,0,0,16,0.2,0,0,0,0
2001,96112,4392,126,2.9,0,0,12,0.3,68,1.5,0,0,40,0.9,5,0.1,0,0,122,2.8,0,0,14,0.3
2001,96113,1064,17,1.6,0,0,5,0.5,0,0,0,0,9,0.8,0,0,0,0,17,1.6,0,0,9,0.8
2001,96114,4230,57,1.3,0,0,13,0.3,15,0.4,0,0,14,0.3,14,0.3,0,0,48,1.1,0,0,29,0.7
2001,96119,2358,70,3,0,0,8,0.3,42,1.8,0,0,13,0.6,5,0.2,0,0,70,3,0,0,0,0
2001,115115,41988,172,0.4,0,0,23,0.1,11,0,0,0,121,0.3,17,0,33,0.1,139,0.3,0,0,0,0
2002,96088,18941,276,1.5,0,0,11,0.1,156,0.8,0,0,92,0.5,15,0.1,6,0,267,1.4,0,0,75,0.4
2002,96089,11922,44,0.4,0,0,0,0,24,0.2,0,0,16,0.1,0,0,0,0,44,0.4,0,0,21,0.2
2002,96090,6462,35,0.5,19,0.3,0,0,8,0.1,0,0,7,0.1,0,0,0,0,30,0.5,5,0.1,14,0.2
2002,96091,21644,99,0.5,0,0,31,0.1,60,0.3,0,0,0,0,0,0,77,0.4,20,0.1,0,0,0,0
2002,96092,5136,129,2.5,0,0,37,0.7,48,0.9,0,0,39,0.8,0,0,0,0,125,2.4,0,0,0,0
2002,96093,5316,111,2.1,0,0,17,0.3,34,0.6,0,0,50,0.9,6,0.1,69,1.3,42,0.8,0,0,71,1.3
2002,96094,11920,192,1.6,10,0.1,21,0.2,81,0.7,0,0,63,0.5,15,0.1,105,0.9,87,0.7,0,0,85,0.7
2002,96095,20130,410,2,16,0.1,63,0.3,287,1.4,6,0,22,0.1,16,0.1,0,0,323,1.6,0,0,318,1.6
2002,96098,2637,62,2.4,0,0,12,0.5,44,1.7,0,0,0,0,0,0,0,0,62,2.4,0,0,0,0
2002,96099,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,96101,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,96102,2442,8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.3,0,0,0,0
2002,96103,1800,41,2.3,0,0,0,0,25,1.4,0,0,13,0.7,0,0,0,0,41,2.3,0,0,16,0.9
2002,96104,3252,75,2.3,0,0,0,0,28,0.9,0,0,31,1,13,0.4,0,0,75,2.3,0,0,66,2
2002,96106,3229,16,0.5,0,0,7,0.2,7,0.2,0,0,0,0,0,0,0,0,16,0.5,0,0,0,0
2002,96107,1113,20,1.8,0,0,0,0,9,0.8,0,0,7,0.6,0,0,0,0,20,1.8,0,0,13,1.2
2002,96109,5494,122,2.2,0,0,0,0,51,0.9,0,0,64,1.2,0,0,0,0,121,2.2,0,0,13,0.2
2002,96110,6299,146,2.3,0,0,19,0.3,66,1,0,0,44,0.7,16,0.3,0,0,146,2.3,0,0,0,0
2002,96111,7716,76,1,0,0,8,0.1,0,0,0,0,53,0.7,14,0.2,0,0,0,0,0,0,0,0
2002,96112,4308,72,1.7,0,0,0,0,31,0.7,0,0,27,0.6,9,0.2,0,0,71,1.6,0,0,0,0
2002,96113,1058,44,4.2,0,0,8,0.8,25,2.4,0,0,8,0.8,0,0,0,0,44,4.2,0,0,19,1.8
2002,96114,4145,63,1.5,0,0,18,0.4,10,0.2,0,0,28,0.7,5,0.1,0,0,63,1.5,0,0,15,0.4
2002,96119,2032,49,2.4,0,0,11,0.5,28,1.4,0,0,10,0.5,0,0,0,0,49,2.4,0,0,0,0
2002,115115,40868,280,0.7,0,0,35,0.1,179,0.4,0,0,53,0.1,8,0,72,0.2,200,0.5,0,0,0,0
2003,96088,19266,575,5.4,0,0,41,0.4,314,2.9,21,0.2,183,1.7,15,0.1,0,0,574,5.4,0,0,318,3
2003,96089,11949,113,1.5,0,0,5,0.1,82,1.1,0,0,23,0.3,0,0,0,0,110,1.4,0,0,49,0.6
2003,96090,6066,226,3.7,17,0.3,32,0.5,174,2.9,0,0,0,0,0,0,0,0,226,3.7,0,0,7,0.1
2003,96091,21894,108,0.7,14,0.1,43,0.3,34,0.2,7,0,0,0,0,0,87,0.6,15,0.1,0,0,0,0
2003,96092,5101,54,2.5,0,0,23,1.1,14,0.6,0,0,16,0.7,0,0,0,0,54,2.5,0,0,11,0.5
2003,96093,5289,73,1.4,0,0,16,0.3,26,0.5,0,0,27,0.5,0,0,49,0.9,24,0.5,0,0,52,1
2003,96094,11799,163,1.4,7,0.1,42,0.4,52,0.4,0,0,56,0.5,0,0,0,0,155,1.3,0,0,98,0.8
2003,96095,19928,375,3.6,20,0.2,65,0.6,264,2.5,6,0.1,15,0.1,5,0,0,0,285,2.7,5,0.1,274,2.6
2003,96098,2571,56,2.2,0,0,10,0.4,45,1.8,0,0,0,0,0,0,0,0,56,2.2,0,0,0,0
2003,96099,1487,11,0.9,0,0,0,0,7,0.6,0,0,0,0,0,0,0,0,11,0.9,0,0,0,0
2003,96101,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,96102,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,96103,1802,46,2.6,0,0,6,0.3,10,0.6,0,0,24,1.3,6,0.3,0,0,45,2.5,0,0,0,0
2003,96104,3131,99,3.2,0,0,5,0.2,58,1.9,0,0,26,0.8,10,0.3,0,0,99,3.2,0,0,78,2.5
2003,96106,3272,52,1.6,0,0,7,0.2,43,1.3,0,0,0,0,0,0,0,0,52,1.6,0,0,0,0
2003,96107,1062,18,1.7,0,0,6,0.6,6,0.6,0,0,5,0.5,0,0,0,0,18,1.7,0,0,5,0.5
2003,96109,5502,176,4.4,0,0,0,0,114,2.8,0,0,60,1.5,0,0,0,0,172,4.3,0,0,25,0.6
2003,96110,6322,225,3.6,0,0,29,0.5,134,2.1,0,0,46,0.7,14,0.2,0,0,225,3.6,0,0,15,0.2
2003,96111,7778,55,1.3,0,0,9,0.2,0,0,0,0,31,0.7,13,0.3,0,0,55,1.3,0,0,0,0
2003,96112,4190,77,3.5,0,0,5,0.2,58,2.7,0,0,0,0,11,0.5,0,0,77,3.5,0,0,35,1.6
2003,96113,1048,40,3.8,0,0,0,0,24,2.3,0,0,11,1,0,0,0,0,39,3.7,0,0,11,1
2003,96114,4116,58,1.7,0,0,9,0.3,18,0.5,0,0,20,0.6,7,0.2,0,0,58,1.7,0,0,7,0.2
2003,96119,2184,45,2.1,0,0,7,0.3,30,1.4,0,0,6,0.3,0,0,8,0.4,37,1.7,0,0,0,0
2003,115115,39916,119,0.6,0,0,16,0.1,61,0.3,0,0,38,0.2,0,0,0,0,117,0.6,0,0,0,0
2004,96088,19311,766,4,0,0,65,0.3,633,3.3,12,0.1,12,0.1,40,0.2,0,0,747,3.9,9,0.1,106,0.5
2004,96089,12081,248,2.1,0,0,9,0.1,126,1,0,0,103,0.9,8,0.1,0,0,247,2,0,0,118,1
2004,96090,5946,250,4.2,0,0,55,0.9,124,2.1,0,0,63,1.1,5,0.1,11,0.2,233,3.9,6,0.1,24,0.4
2004,96091,22034,115,0.5,0,0,37,0.2,48,0.2,0,0,27,0.1,0,0,90,0.4,24,0.1,0,0,83,0.4
2004,96092,5109,107,2.1,0,0,36,0.7,40,0.8,0,0,25,0.5,6,0.1,6,0.1,101,2,0,0,8,0.2
2004,96093,5437,86,1.6,6,0.1,17,0.3,34,0.6,0,0,26,0.5,0,0,62,1.1,22,0.4,0,0,74,1.4
2004,96094,11727,365,3.1,18,0.2,66,0.6,132,1.1,0,0,142,1.2,7,0.1,0,0,365,3.1,0,0,37,0.3
2004,96095,19578,464,2.4,11,0.1,57,0.3,356,1.8,0,0,27,0.1,12,0.1,0,0,456,2.3,0,0,339,1.7
2004,96098,2526,43,1.7,0,0,5,0.2,30,1.2,0,0,0,0,0,0,0,0,43,1.7,0,0,0,0
2004,96099,1550,18,1.2,0,0,0,0,5,0.3,0,0,8,0.5,0,0,0,0,18,1.2,0,0,0,0
2004,96101,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,96102,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,96103,1816,53,2.9,0,0,6,0.3,18,1,0,0,24,1.3,5,0.3,0,0,53,2.9,0,0,0,0
2004,96104,3246,82,2.5,0,0,11,0.3,30,0.9,0,0,27,0.8,14,0.4,0,0,82,2.5,0,0,71,2.2
2004,96106,3204,20,0.6,0,0,6,0.2,0,0,0,0,9,0.3,0,0,0,0,20,0.6,0,0,0,0
2004,96107,1013,32,3.2,0,0,8,0.8,6,0.6,0,0,15,1.5,0,0,0,0,32,3.2,0,0,19,1.9
2004,96109,5257,208,4,0,0,13,0.2,118,2.2,0,0,64,1.2,12,0.2,0,0,204,3.9,0,0,0,0
2004,96110,6174,201,3.3,0,0,21,0.3,80,1.3,0,0,78,1.3,21,0.3,0,0,201,3.3,0,0,0,0
2004,96111,7877,389,4.9,6,0.1,21,0.3,109,1.4,0,0,231,2.9,21,0.3,0,0,389,4.9,0,0,134,1.7
2004,96112,3974,42,1.1,0,0,0,0,31,0.8,0,0,0,0,10,0.3,0,0,35,0.9,0,0,0,0
2004,96113,1061,32,3,0,0,7,0.7,17,1.6,0,0,6,0.6,0,0,0,0,31,2.9,0,0,17,1.6
2004,96114,4186,67,1.6,9,0.2,19,0.5,19,0.5,0,0,11,0.3,9,0.2,26,0.6,41,1,0,0,22,0.5
2004,96119,2047,44,2.1,0,0,6,0.3,31,1.5,0,0,5,0.2,0,0,0,0,44,2.1,0,0,0,0
2004,115115,38374,412,1.1,0,0,53,0.1,133,0.3,0,0,200,0.5,26,0.1,0,0,349,0.9,61,0.2,69,0.2
2005,96088,19315,791,4.1,0,0,51,0.3,710,3.7,0,0,0,0,28,0.1,0,0,788,4.1,0,0,134,0.7
2005,96089,12220,725,5.9,0,0,31,0.3,338,2.8,0,0,320,2.6,36,0.3,0,0,719,5.9,0,0,615,5
2005,96090,5690,241,4.2,0,0,39,0.7,134,2.4,0,0,54,0.9,9,0.2,6,0.1,224,3.9,6,0.1,59,1
2005,96091,21871,250,1.1,32,0.1,43,0.2,160,0.7,0,0,8,0,5,0,79,0.4,171,0.8,0,0,95,0.4
2005,96092,5027,100,2,7,0.1,22,0.4,40,0.8,0,0,25,0.5,5,0.1,5,0.1,95,1.9,0,0,5,0.1
2005,96093,5488,105,1.9,8,0.1,17,0.3,38,0.7,0,0,41,0.7,0,0,84,1.5,19,0.3,0,0,91,1.7
2005,96094,11649,251,2.2,0,0,35,0.3,112,1,0,0,84,0.7,16,0.1,0,0,250,2.1,0,0,9,0.1
2005,96095,18994,523,2.8,25,0.1,56,0.3,400,2.1,0,0,26,0.1,14,0.1,0,0,520,2.7,0,0,343,1.8
2005,96098,2481,54,2.2,5,0.2,7,0.3,41,1.7,0,0,0,0,0,0,0,0,54,2.2,0,0,0,0
2005,96099,1596,59,3.7,0,0,0,0,21,1.3,0,0,32,2,0,0,0,0,53,3.3,0,0,20,1.3
2005,96101,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,96102,2558,10,0.4,0,0,0,0,8,0.3,0,0,0,0,0,0,0,0,10,0.4,0,0,5,0.2
2005,96103,1878,19,1,0,0,0,0,10,0.5,0,0,0,0,0,0,0,0,18,1,0,0,0,0
2005,96104,3227,127,3.9,0,0,0,0,44,1.4,0,0,68,2.1,12,0.4,0,0,127,3.9,0,0,90,2.8
2005,96106,3293,32,1,5,0.2,0,0,6,0.2,0,0,16,0.5,0,0,0,0,32,1,0,0,0,0
2005,96107,1001,35,3.5,0,0,0,0,7,0.7,0,0,21,2.1,0,0,0,0,34,3.4,0,0,17,1.7
2005,96109,5289,317,6,0,0,30,0.6,133,2.5,0,0,135,2.6,16,0.3,0,0,316,6,0,0,8,0.2
2005,96110,6101,257,4.2,0,0,35,0.6,113,1.9,5,0.1,86,1.4,18,0.3,0,0,257,4.2,0,0,7,0.1
2005,96111,7981,575,7.2,0,0,11,0.1,130,1.6,0,0,422,5.3,12,0.2,0,0,575,7.2,0,0,92,1.2
2005,96112,3784,127,3.4,7,0.2,5,0.1,73,1.9,0,0,28,0.7,14,0.4,0,0,127,3.4,0,0,48,1.3
2005,96113,1018,27,2.7,0,0,0,0,23,2.3,0,0,0,0,0,0,7,0.7,20,2,0,0,19,1.9
2005,96114,4105,77,1.9,0,0,9,0.2,29,0.7,0,0,29,0.7,6,0.1,19,0.5,58,1.4,0,0,31,0.8
2005,96119,2079,64,3.1,0,0,15,0.7,22,1.1,0,0,26,1.3,0,0,0,0,63,3,0,0,13,0.6
2005,115115,36045,1511,4.2,0,0,0,0,1469,4.1,0,0,36,0.1,5,0,14,0,1427,4,70,0.2,25,0.1
2006,96088,19556,463,2.4,0,0,0,0,463,2.4,0,0,0,0,0,0,0,0,463,2.4,0,0,77,0.4
2006,96089,12319,1035,8.4,6,0,26,0.2,952,7.7,0,0,0,0,51,0.4,16,0.1,1019,8.3,0,0,769,6.2
2006,96090,5776,285,4.9,6,0.1,37,0.6,175,3,0,0,58,1,9,0.2,7,0.1,277,4.8,0,0,0,0
2006,96091,22047,249,1.1,34,0.2,44,0.2,134,0.6,0,0,29,0.1,8,0,83,0.4,166,0.8,0,0,116,0.5
2006,96092,4995,103,2.1,0,0,31,0.6,71,1.4,0,0,0,0,0,0,0,0,103,2.1,0,0,0,0
2006,96093,5501,86,1.6,8,0.1,6,0.1,68,1.2,0,0,0,0,0,0,0,0,84,1.5,0,0,55,1
2006,96094,11308,335,3,13,0.1,28,0.2,267,2.4,0,0,8,0.1,17,0.2,129,1.1,206,1.8,0,0,147,1.3
2006,96095,18787,275,1.5,8,0,36,0.2,226,1.2,0,0,0,0,5,0,0,0,262,1.4,9,0.1,215,1.1
2006,96098,2507,59,2.4,0,0,12,0.5,43,1.7,0,0,0,0,0,0,0,0,59,2.4,0,0,0,0
2006,96099,1574,24,1.5,0,0,0,0,20,1.3,0,0,0,0,0,0,0,0,22,1.4,0,0,13,0.8
2006,96101,816,17,2.1,0,0,0,0,12,1.5,0,0,0,0,0,0,0,0,17,2.1,0,0,0,0
2006,96102,2460,13,0.5,0,0,0,0,7,0.3,0,0,0,0,0,0,0,0,13,0.5,0,0,0,0
2006,96103,1779,42,2.4,0,0,0,0,33,1.9,0,0,0,0,0,0,0,0,42,2.4,0,0,0,0
2006,96104,3264,209,6.4,0,0,0,0,183,5.6,0,0,0,0,20,0.6,0,0,207,6.3,0,0,7,0.2
2006,96106,3357,29,0.9,0,0,12,0.4,12,0.4,0,0,0,0,0,0,0,0,29,0.9,0,0,11,0.3
2006,96107,971,16,1.6,0,0,6,0.6,0,0,0,0,8,0.8,0,0,0,0,16,1.6,0,0,10,1
2006,96109,5233,437,8.4,0,0,19,0.4,261,5,0,0,155,3,0,0,0,0,435,8.3,0,0,20,0.4
2006,96110,6154,33,0.5,0,0,5,0.1,25,0.4,0,0,0,0,0,0,0,0,33,0.5,0,0,0,0
2006,96111,8032,752,9.4,0,0,34,0.4,271,3.4,0,0,437,5.4,9,0.1,5,0.1,747,9.3,0,0,404,5
2006,96112,3608,66,1.8,0,0,0,0,66,1.8,0,0,0,0,0,0,0,0,66,1.8,0,0,0,0
2006,96113,963,45,4.7,0,0,0,0,40,4.2,0,0,0,0,0,0,12,1.2,32,3.3,0,0,13,1.3
2006,96114,4068,36,0.9,0,0,0,0,26,0.6,0,0,0,0,0,0,0,0,32,0.8,0,0,7,0.2
2006,96119,2105,84,4,0,0,6,0.3,72,3.4,0,0,0,0,0,0,25,1.2,58,2.8,0,0,26,1.2
2006,115115,35361,2224,6.3,0,0,0,0,2224,6.3,0,0,0,0,0,0,52,0.1,2154,6.1,18,0.1,12,0
2007,96088,19297,820,4.2,0,0,0,0,802,4.2,0,0,0,0,12,0.1,0,0,820,4.2,0,0,285,1.5
2007,96089,12231,912,7.5,0,0,0,0,912,7.5,0,0,0,0,0,0,22,0.2,890,7.3,0,0,596,4.9
2007,96090,5544,202,3.6,5,0.1,33,0.6,127,2.3,0,0,20,0.4,15,0.3,0,0,196,3.5,0,0,93,1.7
2007,96091,22245,285,1.3,16,0.1,57,0.3,151,0.7,0,0,41,0.2,20,0.1,72,0.3,213,1,0,0,142,0.6
2007,96092,4986,180,3.6,0,0,53,1.1,127,2.5,0,0,0,0,0,0,20,0.4,160,3.2,0,0,61,1.2
2007,96093,5597,86,1.5,0,0,17,0.3,66,1.2,0,0,0,0,0,0,0,0,86,1.5,0,0,44,0.8
2007,96094,11083,247,2.2,0,0,34,0.3,183,1.7,0,0,7,0.1,19,0.2,87,0.8,160,1.4,0,0,125,1.1
2007,96095,18432,304,1.6,19,0.1,49,0.3,222,1.2,0,0,0,0,14,0.1,0,0,296,1.6,6,0,247,1.3
2007,96098,2500,46,1.8,0,0,15,0.6,31,1.2,0,0,0,0,0,0,0,0,45,1.8,0,0,0,0
2007,96099,1585,34,2.1,0,0,0,0,28,1.8,0,0,0,0,0,0,0,0,34,2.1,0,0,15,0.9
2007,96101,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,96102,2538,9,0.4,0,0,0,0,5,0.2,0,0,0,0,0,0,0,0,8,0.3,0,0,0,0
2007,96103,1773,51,2.9,0,0,6,0.3,43,2.4,0,0,0,0,0,0,0,0,51,2.9,0,0,0,0
2007,96104,3314,289,8.7,0,0,12,0.4,256,7.7,0,0,5,0.2,15,0.5,0,0,288,8.7,0,0,0,0
2007,96106,3522,15,0.4,0,0,9,0.3,5,0.1,0,0,0,0,0,0,0,0,13,0.4,0,0,5,0.1
2007,96107,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,96109,5037,369,7.3,0,0,14,0.3,346,6.9,0,0,0,0,9,0.2,0,0,367,7.3,0,0,26,0.5
2007,96110,6247,48,0.8,0,0,7,0.1,27,0.4,0,0,0,0,14,0.2,0,0,48,0.8,0,0,0,0
2007,96111,7738,38,0.5,0,0,0,0,0,0,0,0,0,0,37,0.5,0,0,36,0.5,0,0,17,0.2
2007,96112,3550,155,4.4,9,0.3,0,0,85,2.4,0,0,43,1.2,17,0.5,0,0,155,4.4,0,0,0,0
2007,96113,987,31,3.1,0,0,6,0.6,24,2.4,0,0,0,0,0,0,7,0.7,24,2.4,0,0,13,1.3
2007,96114,4103,51,1.2,0,0,5,0.1,34,0.8,0,0,0,0,10,0.2,0,0,50,1.2,0,0,0,0
2007,96119,3345,39,1.2,0,0,6,0.2,25,0.7,0,0,0,0,0,0,0,0,38,1.1,0,0,10,0.3
2007,115115,32135,886,2.8,0,0,0,0,886,2.8,0,0,0,0,0,0,12,0,867,2.7,7,0,0,0
2008,96088,19160,821,4.3,0,0,11,0.1,624,3.3,7,0,29,0.2,7,0,0,0,809,4.2,12,0.1,137,0.7
2008,96089,12186,826,6.8,0,0,48,0.4,431,3.5,0,0,0,0,36,0.3,11,0.1,815,6.7,0,0,578,4.7
2008,96090,5430,175,3.2,0,0,17,0.3,136,2.5,0,0,11,0.2,9,0.2,5,0.1,170,3.1,0,0,0,0
2008,96091,22412,270,1.2,30,0.1,71,0.3,169,0.8,0,0,0,0,0,0,69,0.3,201,0.9,0,0,92,0.4
2008,96092,4975,88,1.8,0,0,24,0.5,62,1.2,0,0,0,0,0,0,0,0,86,1.7,0,0,27,0.5
2008,96093,5599,65,1.2,0,0,0,0,61,1.1,0,0,0,0,0,0,0,0,65,1.2,0,0,26,0.5
2008,96094,10969,233,2.1,15,0.1,25,0.2,175,1.6,0,0,15,0.1,0,0,101,0.9,132,1.2,0,0,137,1.2
2008,96095,18031,355,2,42,0.2,212,1.2,19,0.1,0,0,0,0,80,0.4,0,0,348,1.9,7,0,229,1.3
2008,96098,2517,40,1.6,0,0,6,0.2,31,1.2,0,0,0,0,0,0,0,0,40,1.6,0,0,5,0.2
2008,96099,1665,61,3.7,0,0,5,0.3,53,3.2,0,0,0,0,0,0,0,0,61,3.7,0,0,11,0.7
2008,96101,792,5,0.6,0,0,0,0,5,0.6,0,0,0,0,0,0,0,0,5,0.6,0,0,0,0
2008,96102,2479,8,0.3,0,0,6,0.2,0,0,0,0,0,0,0,0,0,0,8,0.3,0,0,0,0
2008,96103,1803,50,2.8,0,0,0,0,41,2.3,0,0,0,0,0,0,0,0,50,2.8,0,0,0,0
2008,96104,3325,237,7.1,0,0,7,0.2,216,6.5,0,0,0,0,12,0.4,0,0,235,7.1,0,0,20,0.6
2008,96106,3580,22,0.6,0,0,5,0.1,0,0,0,0,5,0.1,0,0,0,0,22,0.6,0,0,0,0
2008,96107,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,96109,4626,405,8.8,0,0,27,0.6,162,3.5,0,0,0,0,12,0.3,8,0.2,396,8.6,0,0,40,0.9
2008,96110,6358,30,0.5,0,0,0,0,22,0.3,0,0,0,0,0,0,0,0,30,0.5,0,0,0,0
2008,96111,7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,96112,3286,148,4.5,10,0.3,0,0,45,1.4,0,0,70,2.1,23,0.7,0,0,147,4.5,0,0,8,0.2
2008,96113,997,28,2.8,0,0,0,0,21,2.1,0,0,0,0,0,0,0,0,23,2.3,0,0,5,0.5
2008,96114,4127,62,1.5,0,0,13,0.3,38,0.9,0,0,0,0,8,0.2,0,0,61,1.5,0,0,6,0.1
2008,96119,3263,30,0.9,0,0,0,0,6,0.2,0,0,16,0.5,0,0,0,0,29,0.9,0,0,0,0
2008,115115,27574,1745,6.3,0,0,125,0.5,1225,4.4,0,0,290,1.1,105,0.4,25,0.1,1720,6.2,0,0,8,0
2008,115906,2219,38,1.7,0,0,0,0,36,1.6,0,0,0,0,0,0,0,0,38,1.7,0,0,0,0
2009,96088,18585,697,3.8,0,0,0,0,604,3.2,0,0,52,0.3,38,0.2,0,0,697,3.8,0,0,133,0.7
2009,96089,11998,754,6.3,6,0.1,56,0.5,400,3.3,0,0,0,0,48,0.4,16,0.1,737,6.1,0,0,576,4.8
2009,96090,5446,143,2.6,0,0,18,0.3,97,1.8,0,0,21,0.4,5,0.1,0,0,132,2.4,11,0.2,52,1
2009,96091,22285,406,1.8,35,0.2,149,0.7,215,1,0,0,0,0,0,0,88,0.4,318,1.4,0,0,131,0.6
2009,96092,5021,119,2.4,0,0,20,0.4,76,1.5,0,0,19,0.4,0,0,0,0,115,2.3,0,0,59,1.2
2009,96093,5643,68,1.2,0,0,0,0,60,1.1,0,0,0,0,0,0,0,0,67,1.2,0,0,33,0.6
2009,96094,10788,226,2.1,13,0.1,15,0.1,181,1.7,0,0,12,0.1,5,0,104,1,122,1.1,0,0,129,1.2
2009,96095,17467,403,2.3,15,0.1,48,0.3,319,1.8,0,0,0,0,19,0.1,13,0.1,380,2.2,9,0.1,262,1.5
2009,96098,2453,24,1,0,0,5,0.2,14,0.6,0,0,0,0,0,0,0,0,24,1,0,0,0,0
2009,96099,1655,50,3,0,0,0,0,48,2.9,0,0,0,0,0,0,0,0,50,3,0,0,12,0.7
2009,96101,803,5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.6,0,0,0,0
2009,96102,2487,23,0.9,0,0,0,0,15,0.6,0,0,0,0,0,0,0,0,22,0.9,0,0,6,0.2
2009,96103,1699,68,4,0,0,10,0.6,57,3.4,0,0,0,0,0,0,0,0,68,4,0,0,0,0
2009,96104,3110,250,8,0,0,9,0.3,223,7.2,0,0,0,0,18,0.6,0,0,247,7.9,0,0,10,0.3
2009,96106,3701,13,0.4,0,0,7,0.2,0,0,0,0,0,0,0,0,0,0,12,0.3,0,0,0,0
2009,96107,1033,37,3.6,0,0,0,0,29,2.8,0,0,0,0,0,0,0,0,37,3.6,0,0,15,1.5
2009,96109,4539,345,7.6,0,0,22,0.5,270,5.9,0,0,35,0.8,17,0.4,0,0,345,7.6,0,0,0,0
2009,96110,6355,252,4,0,0,18,0.3,224,3.5,0,0,0,0,9,0.1,6,0.1,246,3.9,0,0,5,0.1
2009,96111,6779,494,7.3,0,0,19,0.3,385,5.7,0,0,59,0.9,28,0.4,0,0,494,7.3,0,0,53,0.8
2009,96112,3213,126,3.9,10,0.3,0,0,54,1.7,0,0,43,1.3,16,0.5,0,0,126,3.9,0,0,11,0.3
